Song ID,Song Name,Link,Music Plat.,Artist Name,Artist Link,Artist ID,GD Downloadable State,UnscoutedSongIDs,NCS IDs,CHOMPO IDs,Total Rated Levels,Hyperlinked Name,Hyperlinked Username,Missing Song Detector
22985,Micheal Myers Techno,https://drive.google.com/file/d/1sBpRFvtxMfSOrWe8Uaa3AOYeFALL0ayI/view,,ninboy90,https://ninboy90.newgrounds.com,NG1141611,22985,,10010017,10012941,1,Micheal Myers Techno,ninboy90,
23211,"Smooth, Very Smooth",https://www.newgrounds.com/audio/listen/23211,,lostcausereborn,https://lostcausereborn.newgrounds.com,NG773498,,,10010018,10012942,1,"Smooth, Very Smooth",lostcausereborn,
23231,ontheloose,https://www.newgrounds.com/audio/listen/23231,,ManateeGod,https://ManateeGod.newgrounds.com,NG859294,,,10010019,10012943,2,ontheloose,ManateeGod,
24532,Thefrenchthinktheyresocooleh,https://www.newgrounds.com/audio/listen/24532,,ManateeGod,https://ManateeGod.newgrounds.com,NG859294,,,10010020,10012944,1,Thefrenchthinktheyresocooleh,ManateeGod,
24755,Telephone Ring Beat,https://www.newgrounds.com/audio/listen/24755,,snow-templar,https://snow-templar.newgrounds.com,NG1184000,,,10010021,10012945,1,Telephone Ring Beat,snow-templar,
24774,AWC: Nemesis's Theme,https://www.newgrounds.com/audio/listen/24774,,NemesisTheory,https://NemesisTheory.newgrounds.com,NG339805,,,10010022,10012946,1,AWC: Nemesis's Theme,NemesisTheory,
25082,Evil-Dog - MyHeartUpYourAss,https://www.newgrounds.com/audio/listen/25082,,Evil-Dog,https://Evil-Dog.newgrounds.com,NG393421,,,10010023,10012947,1,Evil-Dog - MyHeartUpYourAss,Evil-Dog,
25348,Trippy Acousitc Groove,https://www.newgrounds.com/audio/listen/25348,,HDG,https://HDG.newgrounds.com,NG912123,,,10010024,10012948,1,Trippy Acousitc Groove,HDG,
26209,B0UNC3 - Paradise on E,https://www.newgrounds.com/audio/listen/26209,,B0UNC3,https://B0UNC3.newgrounds.com,NG1084370,,,10010025,10012949,14,B0UNC3 - Paradise on E,B0UNC3,
27436,Climb The Mountain LOOP,https://www.newgrounds.com/audio/listen/27436,,PERVOK,https://PERVOK.newgrounds.com,NG1189340,,,10010026,10012950,1,Climb The Mountain LOOP,PERVOK,
